source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence
XP_011317520.1	XP_011317520.1 hypothetical protein FGSG_01691 [Fusarium graminearum PH-1]	676	fdd84ef149c89df61ccdd8beccb65300b72df7b0501c8fdf70d80cc3db04ffe2	FGSG_01691	I1RDJ1	1	1	1	fgraminearum::FGRAMPH1_01G04115	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317521.1	XP_011317521.1 hypothetical protein FGSG_01692 [Fusarium graminearum PH-1]	181	5b61f43db3cafdcf29fb827ad961ba549b162399d0a7b375b7b44577470aa33b	FGSG_01692		0	1	1	fgraminearum::FGRAMPH1_01G04117	resolved	unified_plus_fgsg_support	
XP_011317522.1	XP_011317522.1 hypothetical protein FGSG_01693 [Fusarium graminearum PH-1]	1391	1ddf865efc61b184719b4c789aa4644dbb55f9f74c4d677fdf384d243f558b32	FGSG_01693	I1RDJ3	1	1	1	fgraminearum::FGRAMPH1_01G04119	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317523.1	XP_011317523.1 hypothetical protein FGSG_01694 [Fusarium graminearum PH-1]	273	7cf3b7ebdbad6b45b23dc672cb1693a15250365f2ffa0d811cab3ff7fe4aea28	FGSG_01694	I1RDJ4	1	1	1	fgraminearum::FGRAMPH1_01G04121	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317524.1	XP_011317524.1 hypothetical protein FGSG_01695 [Fusarium graminearum PH-1]	131	94b60cbdbdc7e36242af58880156fbab708f1296882c5221a8c94c1a0086e46e	FGSG_01695		0	1	1	fgraminearum::FGRAMPH1_01G04123	resolved	unified_plus_fgsg_support	
XP_011317525.1	XP_011317525.1 hypothetical protein FGSG_01696 [Fusarium graminearum PH-1]	138	844e94068a27884eefe31c4db6c334f675bcc2477ab1f94c736da9ce435f11f7	FGSG_01696		0	1	1	fgraminearum::FGRAMPH1_01G04125	resolved	unified_plus_fgsg_support	
XP_011317526.1	XP_011317526.1 hypothetical protein FGSG_11990 [Fusarium graminearum PH-1]	318	cf2be48e86eb2aa67a160cb70613b4c997841fee93e4ccbe72370ae59f58e038	FGSG_11990		0	1	1	fgraminearum::FGRAMPH1_01G04127	resolved	unified_plus_fgsg_support	
XP_011317527.1	XP_011317527.1 hypothetical protein FGSG_11991 [Fusarium graminearum PH-1]	354	c41a063be7d05ee9dffcdcaf6a1b1e02d909a95f8efa52c4898011ad61bd0de8	FGSG_11991	I1S573	1	1	1	fgraminearum::FGRAMPH1_01G04131	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317528.1	XP_011317528.1 hypothetical protein FGSG_01698 [Fusarium graminearum PH-1]	414	626bcd8ba586a6d6c6007d9780ed5e8dc473bc13b763d27e0285fdf7a180dd9c	FGSG_01698	I1RDJ7	1	1	1	fgraminearum::FGRAMPH1_01G04129	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317529.1	XP_011317529.1 double-strand break repair protein mus-23 [Fusarium graminearum PH-1]	720	17e93e193419fbe2b5710177352987c533d8bf8b977b7e698feee64060756868		I1RDJ8	1	0	1	fgraminearum::FGRAMPH1_01G04133	resolved	exact_sequence_plus_unified_support	
XP_011317530.1	XP_011317530.1 hypothetical protein FGSG_01700 [Fusarium graminearum PH-1]	496	bfbc181fab8582824d3f37809dbc930904833f42cd0808115d075f99e4ae5480	FGSG_01700	I1RDJ9	1	1	1	fgraminearum::FGRAMPH1_01G04137	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317531.1	XP_011317531.1 hypothetical protein FGSG_01701 [Fusarium graminearum PH-1]	265	53d217be3caf076b3a10c42a1761ee6aad6dda7a497f74ef142b9352c3e6bb73	FGSG_01701	I1RDK0	1	1	1	fgraminearum::FGRAMPH1_01G04139	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317532.1	XP_011317532.1 hypothetical protein FGSG_01702 [Fusarium graminearum PH-1]	588	09e911907f2f72143e762bb14737b82e489436b06d0278a490f2019a8623ef2a	FGSG_01702	I1RDK1	1	1	1	fgraminearum::FGRAMPH1_01G04141	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317533.1	XP_011317533.1 pH-response regulator protein palA/rim-20 [Fusarium graminearum PH-1]	852	f3efc75878dc410a080cb5a98548c2476b50582f9671e60f05e639cf6a264db2		I1RDK2	1	0	1	fgraminearum::FGRAMPH1_01G04143	resolved	exact_sequence_plus_unified_support	
XP_011317534.1	XP_011317534.1 hypothetical protein FGSG_11992 [Fusarium graminearum PH-1]	333	50940651d32cd6b9cb138a4e90db4562dd5976ef56aafd85982d16ffe1ddae5f	FGSG_11992	I1S574	1	1	1	fgraminearum::FGRAMPH1_01G04145	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317535.1	XP_011317535.1 hypothetical protein FGSG_11993 [Fusarium graminearum PH-1]	265	c8bfbbdce754636999b0fc10fc44c84d44184c1f59d732f2f73adadd6021e1bb	FGSG_11993	I1S575	1	1	1	fgraminearum::FGRAMPH1_01G04147	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317536.1	XP_011317536.1 hypothetical protein FGSG_01705 [Fusarium graminearum PH-1]	521	29f9176efe2c226f3ee803c1607857d517c9d605cb4af7ba449ea310af1c9424	FGSG_01705	I1RDK3	1	1	1	fgraminearum::FGRAMPH1_01G04149	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317537.1	XP_011317537.1 hypothetical protein FGSG_01706 [Fusarium graminearum PH-1]	151	4226a7bffcfbb25980f02cae7557cc70c4718037a39b6101bc642293e0eec097	FGSG_01706	I1RDK4	1	1	1	fgraminearum::FGRAMPH1_01G04151	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317538.1	XP_011317538.1 hypothetical protein FGSG_01707 [Fusarium graminearum PH-1]	290	4cfb2b30baaa0efd5749a8bd813ef8ef80465aa5396ef21fe64ef14dd5e0f69c	FGSG_01707	I1RDK5	1	1	1	fgraminearum::FGRAMPH1_01G04153	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317539.1	XP_011317539.1 hypothetical protein FGSG_01708 [Fusarium graminearum PH-1]	347	911d4e47dd0d11e3abf6cffb99546dfa8d208e0e7e541fa19d6df5e9053538c0	FGSG_01708		0	1	1	fgraminearum::FGRAMPH1_01G04157	resolved	unified_plus_fgsg_support	
XP_011317540.1	XP_011317540.1 hypothetical protein FGSG_11994 [Fusarium graminearum PH-1]	393	c811eec9aefaf6d39de2e58559c833348429ea717581fba081905c2c0dfe4475	FGSG_11994	I1S576	1	1	1	fgraminearum::FGRAMPH1_01G04159	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317541.1	XP_011317541.1 hypothetical protein FGSG_11995 [Fusarium graminearum PH-1]	617	20ce4077c0c53543aad94706988889e218c0071ba108ab9cbecb2fb8b15edebb	FGSG_11995		0	1	1	fgraminearum::FGRAMPH1_01G04161	resolved	unified_plus_fgsg_support	
XP_011317542.1	XP_011317542.1 hypothetical protein FGSG_01710 [Fusarium graminearum PH-1]	572	dfe85a59e3e92bb5c4a87988ab19a4c6e5536ebfc9d57454cf8fdb0e3743df2b	FGSG_01710	Q4IM48	1	1	1	fgraminearum::FGRAMPH1_01G04163	resolved	unified_plus_fgsg_support	
XP_011317543.1	XP_011317543.1 hypothetical protein FGSG_01711 [Fusarium graminearum PH-1]	591	11e0091c95482598df27e9bff7406b1d978756c445cc6027ca1b22ffe9e3bec2	FGSG_01711	I1RDK7	1	1	1	fgraminearum::FGRAMPH1_01G04165	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317544.1	XP_011317544.1 hypothetical protein FGSG_01712 [Fusarium graminearum PH-1]	514	788ac57694ba7ac6b0f6bb97e43b9e4e58eae24f8ae48226a79c2eba6ff1841f	FGSG_01712	V6QYL1	1	1	1	fgraminearum::FGRAMPH1_01G04167	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317545.1	XP_011317545.1 hypothetical protein FGSG_01713 [Fusarium graminearum PH-1]	536	067bd7a04cf97d133ca997142e16293f60633e233c5e0458273619a1ad11bbac	FGSG_01713	I1RDK8	1	1	1	fgraminearum::FGRAMPH1_01G04169	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317546.1	XP_011317546.1 hypothetical protein FGSG_01714 [Fusarium graminearum PH-1]	183	15cccb38adc8cf3a0e662065956bb47f8ee4485ae5c3d16f91fea9a242b4fdc6	FGSG_01714	I1RDK9	1	1	1	fgraminearum::FGRAMPH1_01G04171	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317547.1	XP_011317547.1 hypothetical protein FGSG_11996 [Fusarium graminearum PH-1]	359	914a23a97038669dec8c254e6efee134791605d85331d5c3b09deeedb6d7670b	FGSG_11996		0	1	1	fgraminearum::FGRAMPH1_01G04175	resolved	unified_plus_fgsg_support	
XP_011317548.1	XP_011317548.1 hypothetical protein FGSG_11997 [Fusarium graminearum PH-1]	143	28887e501b38abd70108739c683af40fb0fd8e9a17bd5ce24606455c8489b9a7	FGSG_11997		0	1	1	fgraminearum::FGRAMPH1_01G04175	resolved	unified_plus_fgsg_support	
XP_011317549.1	XP_011317549.1 hypothetical protein FGSG_01717 [Fusarium graminearum PH-1]	562	000bf073df14469b72f5377d9e915fa085193b628f12b78c740713afd3b5f3ac	FGSG_01717	I1RDL0	1	1	1	fgraminearum::FGRAMPH1_01G04181	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317550.1	XP_011317550.1 hypothetical protein FGSG_01718 [Fusarium graminearum PH-1]	252	a8e96243043fd870b70a001b28bcf3f68c5d5e97bd555dc66c675f3e144f7514	FGSG_01718	I1RDL1	1	1	1	fgraminearum::FGRAMPH1_01G04183	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317551.1	XP_011317551.1 hypothetical protein FGSG_01719 [Fusarium graminearum PH-1]	206	bb66c5494755f29f22ebec9c37fecd668df64d6d53a295184792c616d280e7f3	FGSG_01719	I1RDL2	1	1	1	fgraminearum::FGRAMPH1_01G04185	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317552.1	XP_011317552.1 hypothetical protein FGSG_11998 [Fusarium graminearum PH-1]	866	4d68a5ac960593ddadcec97248799500c5ab82b4fe803f18b95acc769207c9c5	FGSG_11998		0	1	1	fgraminearum::FGRAMPH1_01G04187	resolved	unified_plus_fgsg_support	
XP_011317553.1	XP_011317553.1 hypothetical protein FGSG_11999 [Fusarium graminearum PH-1]	485	a4ed9241d3f9dbe99f06fbed16ebc31e93747827812e6c167d2f0212948a284e	FGSG_11999	I1S581	1	1	1	fgraminearum::FGRAMPH1_01G04189	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317554.1	XP_011317554.1 hypothetical protein FGSG_12000 [Fusarium graminearum PH-1]	112	f4dc505eaf11dae49717094242c8ca26337ce69955adcc4cb0e07db95489eca5	FGSG_12000	I1S582	1	1	1	fgraminearum::FGRAMPH1_01G04191	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317555.1	XP_011317555.1 hypothetical protein FGSG_01722 [Fusarium graminearum PH-1]	513	bbd0081674edbb3fd931a209980b778cc525d45b43d931381ab1ef57df0bfcdc	FGSG_01722	I1RDL3	1	1	1	fgraminearum::FGRAMPH1_01G04193	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317556.1	XP_011317556.1 hypothetical protein FGSG_01723 [Fusarium graminearum PH-1]	151	14130077e0c42721ce8c00611e0cf89c24e49054d368ddab4743e9fad7694d5c	FGSG_01723		0	1	1	fgraminearum::FGRAMPH1_01G04195	resolved	unified_plus_fgsg_support	
XP_011317557.1	XP_011317557.1 hypothetical protein FGSG_01724 [Fusarium graminearum PH-1]	665	959b4ab894d1d6f811ea017d42f8658228476f2bd230f4bb744ada67868d716e	FGSG_01724	I1RDL5	1	1	1	fgraminearum::FGRAMPH1_01G04197	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317558.1	XP_011317558.1 hypothetical protein FGSG_01725 [Fusarium graminearum PH-1]	1169	9752d08a9b311ba184439bc0cb56f9502a3b2b2555096ad5f53840d2230ccd47	FGSG_01725	I1RDL6	1	1	1	fgraminearum::FGRAMPH1_01G04199	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317559.1	XP_011317559.1 hypothetical protein FGSG_01726 [Fusarium graminearum PH-1]	385	e2162596f52d91bb82e24804848f3be6cf89046114511ffada7c4b8518dd4535	FGSG_01726		0	1	1	fgraminearum::FGRAMPH1_01G04201	resolved	unified_plus_fgsg_support	
XP_011317560.1	XP_011317560.1 hypothetical protein FGSG_01727 [Fusarium graminearum PH-1]	465	2502421e86f1a2ba63c989d228ac0be1b587b4022a2f9dfa902e51f1d8a74b4e	FGSG_01727	I1RDL8	1	1	1	fgraminearum::FGRAMPH1_01G04203	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317561.1	XP_011317561.1 hypothetical protein FGSG_01728 [Fusarium graminearum PH-1]	324	e08014fa78221aff94ab82bad90f37373e796cfc568bcbbd6d5fd55634a499f9	FGSG_01728	I1RDL9	1	1	1	fgraminearum::FGRAMPH1_01G04205	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317562.1	XP_011317562.1 hypothetical protein FGSG_01729 [Fusarium graminearum PH-1]	336	d9f74d46d8b62f329737bf09d86325a074c0aeae36fe6f748b58198c4c0485ee	FGSG_01729	I1RDM0	1	1	1	fgraminearum::FGRAMPH1_01G04207	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317563.1	XP_011317563.1 D-amino-acid oxidase [Fusarium graminearum PH-1]	354	445ec19a9ce30f1edce03ad1e405768583d009a42450e86db64cff26e30306be			0	0	1	fgraminearum::FGRAMPH1_01G04209	resolved	ncbi_protein_id_via_unified_map	
XP_011317564.1	XP_011317564.1 hypothetical protein FGSG_01731 [Fusarium graminearum PH-1]	702	35809c61eced8255fe761f4448650cd48b4271f1d377680d0d7378014931452d	FGSG_01731		0	1	1	fgraminearum::FGRAMPH1_01G04211	resolved	unified_plus_fgsg_support	
XP_011317565.1	XP_011317565.1 hypothetical protein FGSG_12001 [Fusarium graminearum PH-1]	122	0a0ff62e957a6073352952f9c5b9483f7d063c620187bc606b739e4a0ba68e1e	FGSG_12001	I1S583	1	1	1	fgraminearum::FGRAMPH1_01G04213	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317566.1	XP_011317566.1 hypothetical protein FGSG_12002 [Fusarium graminearum PH-1]	641	e35301828ad3181b2d06134b492a5323026bdcc27f41cb9bb42f68ca81e9dd4d	FGSG_12002		0	1	1	fgraminearum::FGRAMPH1_01G04215	resolved	unified_plus_fgsg_support	
XP_011317567.1	XP_011317567.1 hypothetical protein FGSG_12003 [Fusarium graminearum PH-1]	506	9f1ad66f0d21705b39cab76de19bcf4f247a425073df44d029c025cda2378bf5	FGSG_12003		0	1	1	fgraminearum::FGRAMPH1_01G04217	resolved	unified_plus_fgsg_support	
XP_011317568.1	XP_011317568.1 hypothetical protein FGSG_01733 [Fusarium graminearum PH-1]	943	191b7b809476754bc6b353fabeba4c8ff04545916f923874e8003a1fc8874306	FGSG_01733		0	1	1	fgraminearum::FGRAMPH1_01G04219	resolved	unified_plus_fgsg_support	
XP_011317569.1	XP_011317569.1 hypothetical protein FGSG_01734 [Fusarium graminearum PH-1]	544	c95244311e119540f0090cdd4493f52e038e591b240866fa5bb2357961ac108e	FGSG_01734		0	1	1	fgraminearum::FGRAMPH1_01G04221	resolved	unified_plus_fgsg_support	
XP_011317570.1	XP_011317570.1 hypothetical protein FGSG_01735 [Fusarium graminearum PH-1]	673	4cc3cef7c0f0bcbae99321ffa8e9d0a794e3e7d0f114a8ef3b25ab773e1b3343	FGSG_01735		0	2	1	fgraminearum::FGRAMPH1_01G04225	resolved	ncbi_protein_id_via_unified_map	
XP_011317571.1	XP_011317571.1 hypothetical protein FGSG_01736 [Fusarium graminearum PH-1]	125	e9c14a8f98dce318e4c887fbc357537ebe96efe7278091181a04edbb067856d1	FGSG_01736		0	0	0		unresolved	header_fgsg_not_mapped_to_canonical	unresolved
XP_011317572.1	XP_011317572.1 hypothetical protein FGSG_01737 [Fusarium graminearum PH-1]	403	c62f88e9cbf6366b59c3ac9190654398924c4e4b435471378f96e3b03dea28ae	FGSG_01737	I1RDM7	1	1	1	fgraminearum::FGRAMPH1_01G04229	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317573.1	XP_011317573.1 hypothetical protein FGSG_01738 [Fusarium graminearum PH-1]	668	fd18b840f7ca630ad4152537a2fadcf9c971ffd52c8160f6268050dbed1d79e3	FGSG_01738		0	1	1	fgraminearum::FGRAMPH1_01G04231	resolved	unified_plus_fgsg_support	
XP_011317574.1	XP_011317574.1 hypothetical protein FGSG_01739 [Fusarium graminearum PH-1]	534	a6d85e5f31770deba2f114a9af862df171012f062686d42bea5413020357da59	FGSG_01739		0	1	1	fgraminearum::FGRAMPH1_01G04233	resolved	unified_plus_fgsg_support	
XP_011317575.1	XP_011317575.1 hypothetical protein FGSG_01740 [Fusarium graminearum PH-1]	512	25b51a8f5a6cdf537ec0742643c5703a77222d74ecbf5358ee22ddee723a5ada	FGSG_01740	I1RDN0	1	1	1	fgraminearum::FGRAMPH1_01G04235	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317576.1	XP_011317576.1 hypothetical protein FGSG_01741 [Fusarium graminearum PH-1]	614	75ef9b29166745a386da2bf1a64d1b210b607750936be67426bbfc5c291e738c	FGSG_01741	I1RDN1	1	1	1	fgraminearum::FGRAMPH1_01G04237	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317577.1	XP_011317577.1 hypothetical protein FGSG_01742 [Fusarium graminearum PH-1]	329	9734f3491819c1814a8894823b95c5bfbd40755f424049e993a554a5b5086679	FGSG_01742	I1RDN2	1	1	1	fgraminearum::FGRAMPH1_01G04239	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317578.1	XP_011317578.1 acetyl-coenzyme A synthetase [Fusarium graminearum PH-1]	662	f7ad400828be61610991b59fef449734ed9facdcbea951794e465ec36b812512		I1RDN3	1	0	1	fgraminearum::FGRAMPH1_01G04241	resolved	exact_sequence_plus_unified_support	
XP_011317579.1	XP_011317579.1 hypothetical protein FGSG_01744 [Fusarium graminearum PH-1]	375	8f2b30b6475d3857f8a10011afd7eee8c252361b9b16b58bc02faf1ad33da0b7	FGSG_01744	I1RDN4	1	1	1	fgraminearum::FGRAMPH1_01G04243	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317580.1	XP_011317580.1 hypothetical protein FGSG_01745 [Fusarium graminearum PH-1]	542	216abf73dc53a503f4081b4614dcd17346fb212ae9565fb522489f0b43364b69	FGSG_01745	I1RDN5	1	1	1	fgraminearum::FGRAMPH1_01G04247	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317581.1	XP_011317581.1 hypothetical protein FGSG_01746 [Fusarium graminearum PH-1]	193	9f0ed0cdb62920b54d3b0c7db8934c7e18e46d177ef73713a7cf668fcba57bf8	FGSG_01746	I1RDN6	1	1	1	fgraminearum::FGRAMPH1_01G04249	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317582.1	XP_011317582.1 hypothetical protein FGSG_01747 [Fusarium graminearum PH-1]	341	e21d14a3a1a16ec7c7cc8c9ae59d1d8290ae7e14c63b14a49f418fb24f1c2da5	FGSG_01747	I1RDN7	1	1	1	fgraminearum::FGRAMPH1_01G04251	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317583.1	XP_011317583.1 hypothetical protein FGSG_01748 [Fusarium graminearum PH-1]	442	3212e0bed8b608858f94b9352ab1ce8ee05de90a46be5104efc00445a02a8b54	FGSG_01748	I1RDN8	1	1	1	fgraminearum::FGRAMPH1_01G04253	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317584.1	XP_011317584.1 hypothetical protein FGSG_01749 [Fusarium graminearum PH-1]	449	512c04ee5fcd4dac7a8b55c43d2c97d1665290485e9a27b95d8d871df7af599c	FGSG_01749	I1RDN9	1	1	1	fgraminearum::FGRAMPH1_01G04255	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317585.1	XP_011317585.1 hypothetical protein FGSG_12004 [Fusarium graminearum PH-1]	333	a6c41ca215ba1f584e67df843bd7dfdc6768fced9d0322e33cabce6933ddd493	FGSG_12004		0	1	1	fgraminearum::FGRAMPH1_01G04257	resolved	unified_plus_fgsg_support	
XP_011317586.1	XP_011317586.1 hypothetical protein FGSG_12005 [Fusarium graminearum PH-1]	224	05846b78c6a819cb925d2410267431028e063ca38f64993b8b70d035ee448347	FGSG_12005		0	1	1	fgraminearum::FGRAMPH1_01G04257	resolved	unified_plus_fgsg_support	
XP_011317587.1	XP_011317587.1 hypothetical protein FGSG_01751 [Fusarium graminearum PH-1]	571	e49275b125789390c4297d5a0ab90955ac51f084fbfe1202a7a0e5e01ab4cf1e	FGSG_01751	I1RDP0	1	1	1	fgraminearum::FGRAMPH1_01G04259	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317588.1	XP_011317588.1 hypothetical protein FGSG_01752 [Fusarium graminearum PH-1]	249	12869eefff99b494846ae7734993972eb9e2618ed6b57e22a7d797547d512715	FGSG_01752	I1RDP1	1	1	1	fgraminearum::FGRAMPH1_01G04261	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317589.1	XP_011317589.1 hypothetical protein FGSG_12006 [Fusarium graminearum PH-1]	458	5a96e88ddf26bde56fd857d44d16e048679855a4b3e1a729cb6f62dfaea3bfd5	FGSG_12006		0	1	1	fgraminearum::FGRAMPH1_01G04263	resolved	unified_plus_fgsg_support	
XP_011317590.1	XP_011317590.1 hypothetical protein FGSG_01754 [Fusarium graminearum PH-1]	230	7e6f2ae3fc5d87f953f7dc8ea713a1a862f681f46d6428cb036ec38d461cab7d	FGSG_01754	I1RDP2	1	1	1	fgraminearum::FGRAMPH1_01G04265	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317591.1	XP_011317591.1 hypothetical protein FGSG_01755 [Fusarium graminearum PH-1]	228	43d8e6ed0c45f8d92b8f4ad4368fb8bd6a494b4885a6723ea5cd71620ca008f0	FGSG_01755	I1RDP3	1	1	1	fgraminearum::FGRAMPH1_01G04267	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317592.1	XP_011317592.1 hypothetical protein FGSG_01756 [Fusarium graminearum PH-1]	126	4ef41714dcab05819ab52b6ed683589f8e20d2b7134061ff4ec1e137596b12c0	FGSG_01756		0	1	1	fgraminearum::FGRAMPH1_01G04269	resolved	unified_plus_fgsg_support	
XP_011317593.1	XP_011317593.1 nodulation protein L [Fusarium graminearum PH-1]	232	f768cc17c73db8ed6d8e27df0caaeba8f8ca23217f0962ecb210f805c1ac0ef7		V6QXN0	1	0	1	fgraminearum::FGRAMPH1_01G04271	resolved	exact_sequence_plus_unified_support	
XP_011317594.1	XP_011317594.1 hypothetical protein FGSG_01758 [Fusarium graminearum PH-1]	493	73021c2b87c99993d922954512d2d9134ca05a1d65959c317e41d69f86521fab	FGSG_01758	I1RDP5	1	1	1	fgraminearum::FGRAMPH1_01G04273	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317595.1	XP_011317595.1 aldehyde dehydrogenase [Fusarium graminearum PH-1]	494	9150ed2b548cc879055934213238263d87f30297cb29f4bab300a9f5e83a50b3		V6R5D2	1	0	1	fgraminearum::FGRAMPH1_01G04275	resolved	exact_sequence_plus_unified_support	
XP_011317596.1	XP_011317596.1 hypothetical protein FGSG_01760 [Fusarium graminearum PH-1]	520	bdd8590f722e0bc2f954f9434b7cd42eb20ba8f0d8770b19733b965cbe94424b	FGSG_01760	I1RDP6	1	1	1	fgraminearum::FGRAMPH1_01G04277	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317597.1	XP_011317597.1 peroxisomal copper amine oxidase [Fusarium graminearum PH-1]	223	f2cf52e2c6e1e97f048b201deb69278aaf5ac0cfcbd8aa5896b4657f5cc40650		I1RDP7	1	0	1	fgraminearum::FGRAMPH1_01G04279	resolved	exact_sequence_plus_unified_support	
XP_011317598.1	XP_011317598.1 hypothetical protein FGSG_01762 [Fusarium graminearum PH-1]	511	dc9b931fc3dff8b99b2d1de114b3caa934ed993d791c68b1369999f94e456d6a	FGSG_01762		0	1	1	fgraminearum::FGRAMPH1_01G04281	resolved	unified_plus_fgsg_support	
XP_011317599.1	XP_011317599.1 hypothetical protein FGSG_12008 [Fusarium graminearum PH-1]	258	e43d68612e1cddc2c25bb3c5d4b38ae53b2459f02a098fd91756e5139eed6032	FGSG_12008	I1S590	1	1	1	fgraminearum::FGRAMPH1_01G04283	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317600.1	XP_011317600.1 hypothetical protein FGSG_01763 [Fusarium graminearum PH-1]	117	a0a7ec531a07e577e74b0b89611af90cb3bd200c47265d3dc7db1c7991586a7e	FGSG_01763	I1RDP9	1	1	1	fgraminearum::FGRAMPH1_01G04285	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317601.1	XP_011317601.1 hypothetical protein FGSG_01764 [Fusarium graminearum PH-1]	157	5e8537d37d8c78cba4f208b3dfb976473e30736649ff48cfad3d3fab740f80aa	FGSG_01764	I1RDQ0	1	1	1	fgraminearum::FGRAMPH1_01G04287	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317602.1	XP_011317602.1 hypothetical protein FGSG_01765 [Fusarium graminearum PH-1]	399	80de8ed32bd31850600d41225d6d1025ab2a4b465699e0bf401394de2a8b115c	FGSG_01765	I1RDQ1	1	1	1	fgraminearum::FGRAMPH1_01G04289	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317603.1	XP_011317603.1 hypothetical protein FGSG_01766 [Fusarium graminearum PH-1]	325	d58e30efcc0f1d07b5bfb9a5f5e949dea413e4ecc55109b61d0c27450ba1fa47	FGSG_01766	I1RDQ2	1	1	1	fgraminearum::FGRAMPH1_01G04291	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317604.1	XP_011317604.1 hypothetical protein FGSG_01767 [Fusarium graminearum PH-1]	509	bbe7eb5cd226070a15ec2b3b21e1102e943c9134cc647730c7f36d64f263eba5	FGSG_01767	I1RDQ3	1	1	1	fgraminearum::FGRAMPH1_01G04293	resolved	exact_sequence_plus_fgsg_support	exact
XP_011317605.1	XP_011317605.1 hypothetical protein FGSG_12009 [Fusarium graminearum PH-1]	514	aca647c08f46e1b728c85eef7c932f246fe9f5e587f9558837e60bccb9b69076	FGSG_12009		0	1	1	fgraminearum::FGRAMPH1_01G04295	resolved	unified_plus_fgsg_support	
