yeast_support_source	support_type	orthogroup_id	canonical_fusarium_gene_id	bridge_resolved	bridge_method	mapping_confidence	bridge_evidence_path	passes_fusarium_filtering	weak_positive_confidence	occupancy_count	occupancy_fraction	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	copy_status	single_copy_or_near_single_copy	single_copy_orthofinder_listed	orthogroup_member_count_total	ph1_copy_count_from_membership	in_final_positive_set	in_high_confidence_set	in_final_label_set	is_lethal_supported_positive	final_label_class	final_label_bucket	ph1_gene_ids	scer_essential_gene_ids	spom_essential_gene_ids	source_row_count	yeast_gene	yeast_species
spom_only	spom_only	OG0001444	fgraminearum::FGRAMPH1_01G20307	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	21	1	yes	yes	yes	yes	Positive_High	lethal_plus_high_confidence_yeast_transfer	XP_011325687.1		SPCC576.15c.1:pep	1	SPCC576.15c.1:pep	spom
spom_only	spom_only	OG0001445	fgraminearum::FGRAMPH1_01G20397	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0556	1.0	2	0.9444	near_single_copy_core	yes	no	21	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325645.1		SPBC20F10.08c.1:pep	1	SPBC20F10.08c.1:pep	spom
spom_only	spom_only	OG0001447	fgraminearum::FGRAMPH1_01G20515	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	17	0.9444	0.9444	1.0	1	0.9444	high_occupancy_mostly_single_copy	yes	no	21	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325594.1		SPBC119.02.1:pep	1	SPBC119.02.1:pep	spom
scer_only	scer_only	OG0001451	fgraminearum::FGRAMPH1_01G20541	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	17	0.9444	0.9444	1.0	1	0.9444	high_occupancy_mostly_single_copy	yes	no	21	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325581.1	YBR049C		1	YBR049C	scer
both	both	OG0001457	fgraminearum::FGRAMPH1_01G04631	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	21	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317768.1	YPR181C	SPCC31H12.07.1:pep	1	YPR181C	both
both	both	OG0001458	fgraminearum::FGRAMPH1_01G04647	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	21	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317776.1	YFR037C	SPAC17G6.10.1:pep;SPAC23H3.10.1:pep	1	YFR037C	both
spom_only	spom_only	OG0001460	fgraminearum::FGRAMPH1_01G04709	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	21	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317805.1		SPAC110.04c.1:pep	1	SPAC110.04c.1:pep	spom
spom_only	spom_only	OG0001465	fgraminearum::FGRAMPH1_01G26865	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	medium	17	0.9444	1.0000	1.0	2	0.8889	high_occupancy_mostly_single_copy	yes	no	20	1	no	no	no	no	Excluded		XP_011328187.1		SPAC12G12.08.1:pep	1	SPAC12G12.08.1:pep	spom
both	both	OG0001467	fgraminearum::FGRAMPH1_01G14965	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011321311.1	YDR267C	SPAC806.02c.1:pep	1	YDR267C	both
spom_only	spom_only	OG0001469	fgraminearum::FGRAMPH1_01G03595	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317270.1		SPCC1739.12.1:pep	1	SPCC1739.12.1:pep	spom
both	both	OG0001471	fgraminearum::FGRAMPH1_01G07989	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011319361.1	YNR011C	SPBC19C2.01.1:pep	1	YNR011C	both
both	both	OG0001472	fgraminearum::FGRAMPH1_01G16845	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011323481.1	YER013W	SPAC10F6.02c.1:pep	1	YER013W	both
both	both	OG0001473	fgraminearum::FGRAMPH1_01G01161	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316117.1	YKR086W	SPBC1711.17.1:pep	1	YKR086W	both
both	both	OG0001474	fgraminearum::FGRAMPH1_01G20387	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325648.1	YGL120C	SPBC16H5.10c.1:pep	1	YGL120C	both
both	both	OG0001483	fgraminearum::FGRAMPH1_01G27003	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328252.1	YJL034W	SPAC22A12.15c.1:pep	1	YJL034W	both
spom_only	spom_only	OG0001485	fgraminearum::FGRAMPH1_01G23343	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326511.1		SPAC4F10.10c.1:pep	1	SPAC4F10.10c.1:pep	spom
spom_only	spom_only	OG0001487	fgraminearum::FGRAMPH1_01G07895	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011319319.1		SPAC1B3.03c.1:pep	1	SPAC1B3.03c.1:pep	spom
both	both	OG0001498	fgraminearum::FGRAMPH1_01G26663	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328092.1	YDL132W	SPAC17G6.12.1:pep	1	YDL132W	both
spom_only	spom_only	OG0001506	fgraminearum::FGRAMPH1_01G18963	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0556	1.0	2	0.9444	near_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324476.1		SPBC839.10.1:pep	1	SPBC839.10.1:pep	spom
both	both	OG0001507	fgraminearum::FGRAMPH1_01G19889	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324910.1	YPL235W	SPBC83.08.1:pep	1	YPL235W	both
spom_only	spom_only	OG0001514	fgraminearum::FGRAMPH1_01G03939	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	medium	15	0.8333	0.8889	1.0	2	0.7778	high_occupancy_mostly_single_copy	yes	no	20	1	no	no	no	no	Excluded		XP_011317435.1		SPAC823.12.1:pep	1	SPAC823.12.1:pep	spom
both	both	OG0001516	fgraminearum::FGRAMPH1_01G22127	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325754.1	YDR489W	SPBP4H10.21c.1:pep	1	YDR489W	both
scer_only	scer_only	OG0001524	fgraminearum::FGRAMPH1_01G18931	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324459.1	YDR021W		1	YDR021W	scer
spom_only	spom_only	OG0001530	fgraminearum::FGRAMPH1_01G03189	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317070.1		SPAC1851.03.1:pep	1	SPAC1851.03.1:pep	spom
spom_only	spom_only	OG0001532	fgraminearum::FGRAMPH1_01G01181	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316127.1		SPAC2F3.17c.1:pep	1	SPAC2F3.17c.1:pep	spom
both	both	OG0001533	fgraminearum::FGRAMPH1_01G03401	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317177.1	YPR182W	SPBC3E7.14.1:pep	1	YPR182W	both
spom_only	spom_only	OG0001535	fgraminearum::FGRAMPH1_01G01959	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316491.1		SPBC36.05c.1:pep	1	SPBC36.05c.1:pep	spom
both	both	OG0001536	fgraminearum::FGRAMPH1_01G01961	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316492.1	YFR004W	SPAC31G5.13.1:pep	1	YFR004W	both
both	both	OG0001541	fgraminearum::FGRAMPH1_01G02993	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316984.1	YER172C	SPAC9.03c.1:pep	1	YER172C	both
spom_only	spom_only	OG0001547	fgraminearum::FGRAMPH1_01G02547	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316768.1		SPBC4F6.17c.1:pep	1	SPBC4F6.17c.1:pep	spom
both	both	OG0001548	fgraminearum::FGRAMPH1_01G02111	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316563.1	YOR207C	SPAC4G9.08c.1:pep	1	YOR207C	both
both	both	OG0001549	fgraminearum::FGRAMPH1_01G06377	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318610.1	YOR151C	SPAC23G3.01.1:pep	1	YOR151C	both
both	both	OG0001550	fgraminearum::FGRAMPH1_01G03669	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317306.1	YPL242C	SPAC4F8.13c.1:pep	1	YPL242C	both
both	both	OG0001564	fgraminearum::FGRAMPH1_01G18929	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324458.1	YDL030W	SPBC36.09.1:pep	1	YDL030W	both
both	both	OG0001569	fgraminearum::FGRAMPH1_01G03087	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317025.1	YIL078W	SPBC25H2.02.1:pep	1	YIL078W	both
scer_only	scer_only	OG0001575	fgraminearum::FGRAMPH1_01G05389	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	medium	16	0.8889	0.8889	1.0	1	0.8889	high_occupancy_mostly_single_copy	yes	yes	20	1	no	no	no	no	Excluded		XP_011318132.1	YFL009W		1	YFL009W	scer
both	both	OG0001579	fgraminearum::FGRAMPH1_01G19767	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324853.1	YFL005W	SPAC9E9.07c.1:pep	1	YFL005W	both
both	both	OG0001581	fgraminearum::FGRAMPH1_01G23843	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326750.1	YNR035C	SPAC6F6.10c.1:pep	1	YNR035C	both
spom_only	spom_only	OG0001584	fgraminearum::FGRAMPH1_01G14607	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	medium	16	0.8889	0.8889	1.0	1	0.8889	high_occupancy_mostly_single_copy	yes	no	20	1	no	no	no	no	Excluded		XP_011321481.1		SPAC23A1.08c.1:pep	1	SPAC23A1.08c.1:pep	spom
both	both	OG0001587	fgraminearum::FGRAMPH1_01G23757	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	14	0.7778	1.0000	1.0	2	0.5556	noncore_or_multicopy	no	yes	20	2	no	no	no	no	Excluded		XP_011326707.1	YBL035C	SPCC553.09c.1:pep	1	YBL035C	both
both	both	OG0001587	fgraminearum::FGRAMPH1_01G23759	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	14	0.7778	1.0000	1.0	2	0.5556	noncore_or_multicopy	no	yes	20	2	no	no	no	no	Excluded		XP_011326708.1	YBL035C	SPCC553.09c.1:pep	1	YBL035C	both
both	both	OG0001593	fgraminearum::FGRAMPH1_01G10811	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011319939.1	YNL263C	SPBC25H2.06c.1:pep	1	YNL263C	both
both	both	OG0001594	fgraminearum::FGRAMPH1_01G07699	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011319226.1	YOL123W	SPBC660.15.1:pep	1	YOL123W	both
both	both	OG0001595	fgraminearum::FGRAMPH1_01G06687	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318754.1	YJL087C	SPAC17G8.01c.1:pep	1	YJL087C	both
spom_only	spom_only	OG0001601	fgraminearum::FGRAMPH1_01G27379	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0556	1.0	2	0.9444	near_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328436.1		SPBC215.12.1:pep	1	SPBC215.12.1:pep	spom
spom_only	spom_only	OG0001605	fgraminearum::FGRAMPH1_01G24129	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011326886.1		SPAC18B11.11.1:pep	1	SPAC18B11.11.1:pep	spom
spom_only	spom_only	OG0001607	fgraminearum::FGRAMPH1_01G20833	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325444.1		SPCC757.10.1:pep	1	SPCC757.10.1:pep	spom
both	both	OG0001610	fgraminearum::FGRAMPH1_01G25823	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327682.1	YLR272C	SPBC776.13.1:pep	1	YLR272C	both
both	both	OG0001611	fgraminearum::FGRAMPH1_01G03695	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317318.1	YGL123W	SPCC576.08c.1:pep	1	YGL123W	both
both	both	OG0001615	fgraminearum::FGRAMPH1_01G02917	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316946.1	YKR081C	SPAC926.08c.1:pep	1	YKR081C	both
both	both	OG0001616	fgraminearum::FGRAMPH1_01G14701	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011321436.1	YPR085C	SPAC1006.02.1:pep	1	YPR085C	both
spom_only	spom_only	OG0001617	fgraminearum::FGRAMPH1_01G09637	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011320478.1		SPAC17C9.06.1:pep	1	SPAC17C9.06.1:pep	spom
spom_only	spom_only	OG0001620	fgraminearum::FGRAMPH1_01G07901	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011319322.1		SPCC1393.11.1:pep	1	SPCC1393.11.1:pep	spom
both	both	OG0001621	fgraminearum::FGRAMPH1_01G03529	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011317240.1	YIL004C	SPAC23C4.13.1:pep	1	YIL004C	both
spom_only	spom_only	OG0001622	fgraminearum::FGRAMPH1_01G27077	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328288.1		SPBC8D2.15.1:pep	1	SPBC8D2.15.1:pep	spom
both	both	OG0001624	fgraminearum::FGRAMPH1_01G27509	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011328497.1	YLR208W	SPBC215.15.1:pep	1	YLR208W	both
both	both	OG0001628	fgraminearum::FGRAMPH1_01G06673	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011318748.1	YDR238C	SPBC146.14c.1:pep	1	YDR238C	both
